序列,title,rate,style1,style2,h-0,s-0,v-0,percent-0,hex-0,percent-1,hex-1,percent-2,hex-2,percent-3,hex-3,percent-4,hex-4,pic,url
473,王立宇宙军：欧尼亚米斯之翼,8.5,剧情,动画,349,21,20,0.273986014,#33292B,0.227202797,#826951,0.215804196,#D6D6D4,0.204685315,#5B6286,0.078321678,#CA442D,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p454157397.jpg,https://movie.douban.com/subject/1476248/
474,魔幻时刻,8.3,喜剧,喜剧,349,35,20,0.318461538,#342225,0.214895105,#7A3024,0.209020979,#304595,0.196363636,#8A6D8C,0.061258741,#D7AD67,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p637438422.jpg,https://movie.douban.com/subject/2157507/
475,极恶非道3,7.3,动作,犯罪,351,16,15,0.395744681,#251F20,0.208865248,#5E5454,0.201702128,#B5A89A,0.156666667,#E2E8E8,0.037021277,#7A1A41,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2520925854.jpg,https://movie.douban.com/subject/26862893/
476,名侦探柯南：瞳孔中的暗杀者,8.2,剧情,动画,351,30,19,0.252027972,#312325,0.201468531,#534C7D,0.193846154,#DCAD76,0.182797203,#B3B1B6,0.16986014,#943E30,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453729514.jpg,https://movie.douban.com/subject/2357701/
477,超时空要塞：可曾记得爱,8.9,爱情,动画,92,3,22,0.441118881,#363735,0.155664336,#706E6B,0.153146853,#D9433E,0.128951049,#7C4444,0.121118881,#DDB9AD,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2287771379.jpg,https://movie.douban.com/subject/1427266/
478,奏鸣曲,8.2,喜剧,犯罪,351,82,54,0.362937063,#8B192B,0.318181818,#8D94B9,0.148251748,#CED1D9,0.095664336,#8B6F69,0.074965035,#2A2129,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1899389314.jpg,https://movie.douban.com/subject/1298351/
479,秘密花园,8.3,喜剧,犯罪,352,2,97,0.463006993,#F7F1F1,0.194685315,#FBF6F7,0.181188811,#A9A18F,0.131258741,#554741,0.02986014,#333B89,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1090113289.jpg,https://movie.douban.com/subject/1720137/
480,心灵想要大声呼喊,7.5,动画,动画,352,3,20,0.306153846,#343232,0.294405594,#EBF1F0,0.157202797,#959381,0.148391608,#5B626F,0.093846154,#D4D9AE,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2258854364.jpg,https://movie.douban.com/subject/25975249/
481,魔卡少女樱剧场版：被封印的卡片,8.8,喜剧,动画,353,5,92,0.27972028,#ECE1E2,0.254545455,#382C2B,0.216013986,#6F5E5C,0.198811189,#BDA1A3,0.050909091,#BC634E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453989041.jpg,https://movie.douban.com/subject/3117778/
482,命运之夜 天之杯 第一章,8.6,动画,动画,353,6,96,0.325944056,#F4E6E7,0.267412587,#CF9FB9,0.185734266,#A765AB,0.156923077,#5C3346,0.063986014,#B24950,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2494483825.jpg,https://movie.douban.com/subject/25937991/
483,红线,8.4,动作,动画,354,4,13,0.474615385,#222121,0.201398601,#8B999A,0.15020979,#F3DA1F,0.102097902,#BB3D2B,0.071678322,#AA8E39,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p709489485.jpg,https://movie.douban.com/subject/3903715/
484,赛文奥特曼 我是地球人,9,动作,科幻,350,14,11,0.34106383,#1B1718,0.239007092,#CDD4CD,0.194042553,#767A86,0.123758865,#993D3B,0.10212766,#4E3466,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2547616522.jpg,https://movie.douban.com/subject/5041031/
485,代号基亚斯：反叛的鲁路修1之兴道,8,科幻,动画,354,55,15,0.26020979,#271114,0.245804196,#511719,0.194825175,#8C2C2A,0.18020979,#93655B,0.118951049,#D5BFAB,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2499190654.jpg,https://movie.douban.com/subject/26923131/
486,攻壳机动队2.0,8.9,动作,动画,355,25,13,0.666363636,#21191A,0.173496503,#3E2F31,0.071398601,#7A777B,0.058951049,#DEDDDD,0.02979021,#824F39,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456918283.jpg,https://movie.douban.com/subject/3142101/
487,蒸汽男孩,7.7,科幻,动画,355,29,23,0.266713287,#3B2A2B,0.250769231,#57585F,0.206013986,#8E9294,0.194055944,#925846,0.082447552,#E5E6E7,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p454040918.jpg,https://movie.douban.com/subject/1291576/
488,名侦探柯南：迷宫的十字路口,8.2,动画,动画,356,11,22,0.36041958,#393333,0.208531469,#9C4F40,0.201118881,#766F92,0.165874126,#C0AEA4,0.064055944,#D5A358,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453732935.jpg,https://movie.douban.com/subject/2357707/
489,花魁,8.1,剧情,,356,22,16,0.332307692,#292020,0.273566434,#9C201F,0.166573427,#376143,0.139230769,#A5703F,0.088321678,#CDC4B5,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p656858958.jpg,https://movie.douban.com/subject/1850963/
490,名侦探柯南：银翼的魔术师,7.9,动画,动画,356,33,16,0.383496503,#291C1D,0.26027972,#403F69,0.161188811,#968284,0.13048951,#BA4931,0.064545455,#D7A657,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1954029893.jpg,https://movie.douban.com/subject/2357711/
491,霹雳奇幻 生死一剑,8.2,动作,动画,356,42,4,0.52027972,#090506,0.179020979,#211B1A,0.111048951,#CECBCA,0.103496503,#514A48,0.086153846,#8B8381,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2518143759.jpg,https://movie.douban.com/subject/26887055/
492,搬家,8.4,剧情,,356,72,68,0.522167832,#AE3139,0.223426573,#15181F,0.096223776,#613538,0.082587413,#C1705B,0.075594406,#D4A583,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1867099944.jpg,https://movie.douban.com/subject/1401240/
493,听到涛声,8.1,剧情,动画,357,12,73,0.286083916,#B9A2A4,0.260699301,#E4CFCB,0.256293706,#918394,0.105454545,#7E605A,0.091468531,#4B3449,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1137708892.jpg,https://movie.douban.com/subject/1418640/
494,早死早投胎之地狱摇滚篇,7.8,喜剧,喜剧,357,28,15,0.286713287,#271C1D,0.278671329,#E0DBD9,0.229370629,#766C70,0.15965035,#932C2E,0.045594406,#B7AA51,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2279313881.jpg,https://movie.douban.com/subject/26413269/
495,伤物语1：铁血篇,8.1,喜剧,动画,357,75,74,0.369370629,#BD2E35,0.253076923,#56284C,0.175384615,#1B1111,0.132657343,#BF949C,0.06951049,#E7B130,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2271912112.jpg,https://movie.douban.com/subject/4925418/
496,爱的成人式,7.6,剧情,爱情,357,85,75,0.247062937,#BF1C26,0.243706294,#C8735D,0.208741259,#1A1613,0.192377622,#EDC2AD,0.108111888,#5B2925,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2230009009.jpg,https://movie.douban.com/subject/26140405/
497,名侦探柯南：侦探们的镇魂歌,7.6,动画,动画,358,13,12,0.372447552,#1F1B1B,0.285944056,#5C4532,0.155034965,#A67D46,0.12013986,#C8CCB6,0.066433566,#DD4E22,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2249750926.jpg,https://movie.douban.com/subject/1827955/
498,钢之炼金术师：香巴拉的征服者,8.2,剧情,动画,358,50,29,0.358251748,#4B2527,0.236433566,#CDC6C0,0.176363636,#88674F,0.133566434,#A3989D,0.095384615,#942D2A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2326434031.jpg,https://movie.douban.com/subject/1448755/
499,佛兰德斯的狗,8.9,剧情,动画,359,58,33,0.297902098,#552425,0.24951049,#75332B,0.177272727,#E0D2C2,0.144755245,#C4966F,0.130559441,#A85A3B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453890966.jpg,https://movie.douban.com/subject/1460341/
500,圣哥传,8.6,剧情,动画,241,31,20,0.265571429,#242333,0.208928571,#643D31,0.2005,#C6592B,0.180571429,#C59967,0.144428571,#BFC2C7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1900164085.jpg,https://movie.douban.com/subject/19965431/
