序列,title,rate,style1,style2,h-0,s-0,v-0,percent-0,hex-0,percent-1,hex-1,percent-2,hex-2,percent-3,hex-3,percent-4,hex-4,pic,url
478,芝加哥,8.6,"歌舞
",犯罪,347,45,4,0.540533333,#0A0506,0.135533333,#423C3D,0.121333333,#501B1A,0.106333333,#C66043,0.096266667,#BAACA7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2454020352.jpg,https://movie.douban.com/subject/1307697/
479,金刚狼3：殊死一战,8.3,"动作
",科幻,350,44,8,0.328321678,#140B0C,0.252937063,#361E1E,0.192027972,#633931,0.133916084,#966B59,0.092797203,#C3AC9E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2431980130.jpg,https://movie.douban.com/subject/25765735/
480,沉默的羔羊,8.7,"惊悚
",犯罪,351,3,91,0.411888112,#E8E2E3,0.294125874,#0C090C,0.133356643,#3D415A,0.112097902,#9E9BA9,0.048531469,#914623,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1593414327.jpg,https://movie.douban.com/subject/1293544/
481,致命ID,8.6,"悬疑
",惊悚,352,0,96,0.421328671,#F5F5F5,0.180909091,#463334,0.148111888,#F6F5F5,0.14048951,#FBFBFB,0.109160839,#FFFFFF,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453720880.jpg,https://movie.douban.com/subject/1297192/
482,钢铁侠,7.9,"科幻
",动作,352,43,4,0.404825175,#0A0606,0.198881119,#3A2424,0.16965035,#DAAF81,0.156783217,#836353,0.06986014,#8E332D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p725871004.jpg,https://movie.douban.com/subject/1432146/
483,公民凯恩,8.5,"剧情
",悬疑,27,35,20,0.2925,#322821,0.284071429,#C49E5F,0.178,#9C3414,0.128428571,#CFC7B4,0.117,#745D44,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1474928139.jpg,https://movie.douban.com/subject/1292288/
484,爱你，西蒙,8.3,"同性
",爱情,352,81,92,0.585104895,#E92B44,0.133636364,#271754,0.124265734,#56477F,0.087552448,#EFC4BD,0.069440559,#A24E5E,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2523592367.jpg,https://movie.douban.com/subject/26654498/
485,帕丁顿熊2,8.2,"喜剧
",动画,353,24,11,0.374265734,#1B1515,0.211678322,#5C2D1E,0.168671329,#C08949,0.126293706,#D7C5AC,0.119090909,#625B56,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2506466229.jpg,https://movie.douban.com/subject/26340419/
486,歌厅,8.8,"歌舞
",爱情,353,88,52,0.473776224,#84101D,0.272727273,#151311,0.135104895,#DED1B6,0.066923077,#541218,0.051468531,#6A6151,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1345340636.jpg,https://movie.douban.com/subject/1296282/
487,桃色公寓,8.7,爱情,喜剧,353,94,80,0.644405594,#CD0D24,0.171048951,#F1E9E0,0.111118881,#B95458,0.048811189,#D78A34,0.024615385,#2A1D1B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2171288851.jpg,https://movie.douban.com/subject/1394218/
488,鸟人,7.9,"剧情
",喜剧,353,98,77,0.465174825,#C30419,0.24034965,#150B0A,0.108671329,#BB4443,0.10041958,#CDB09B,0.085384615,#61524A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2203838902.jpg,https://movie.douban.com/subject/20438962/
489,当幸福来敲门,8.9,"家庭
",剧情,354,16,5,0.477202797,#0D0B0B,0.218461538,#AABDD5,0.16006993,#E0E2E7,0.073216783,#995C36,0.071048951,#424441,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1312700744.jpg,https://movie.douban.com/subject/1849031/
490,兵临城下,8.4,"战争
",剧情,354,33,15,0.32993007,#261A1B,0.217972028,#60282A,0.17041958,#AA4639,0.146573427,#F2CA64,0.135104895,#D78249,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1591033712.jpg,https://movie.douban.com/subject/1301726/
491,死亡诗社,9,"剧情
",,355,37,20,0.329020979,#332021,0.298531469,#EDC25C,0.168251748,#DD984A,0.115874126,#733A36,0.088321678,#D7BA8F,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910824340.jpg,https://movie.douban.com/subject/1291548/
492,八月迷情,8.3,"音乐
",爱情,355,47,6,0.521608392,#0F0808,0.141678322,#B35C35,0.11951049,#463D3A,0.11,#DBC1A3,0.107202797,#4A1615,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792528025.jpg,https://movie.douban.com/subject/1844413/
493,喜福会,8.4,"剧情
",爱情,356,33,14,0.324895105,#241819,0.307552448,#55292A,0.185314685,#85413B,0.103846154,#B17961,0.078391608,#D57151,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1269318004.jpg,https://movie.douban.com/subject/1299923/
494,了不起的狐狸爸爸,8.4,动画,喜剧,356,45,10,0.325874126,#1A0E0F,0.246083916,#5E3F2A,0.206223776,#903422,0.135524476,#D5B148,0.086293706,#B1C0C2,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2174698025.jpg,https://movie.douban.com/subject/1759386/
495,电话谋杀案,8.6,"悬疑
",犯罪,356,63,8,0.317342657,#150809,0.242237762,#3D0909,0.216573427,#DD0F04,0.166153846,#952D0D,0.057692308,#C6B5A5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1205111193.jpg,https://movie.douban.com/subject/1301231/
496,阿拉伯的劳伦斯,8.7,"传记
",剧情,357,47,8,0.220909091,#150B0C,0.217902098,#E38837,0.213286713,#C94825,0.178321678,#F5CC54,0.16958042,#703121,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1697190295.jpg,https://movie.douban.com/subject/1292349/
497,欢乐好声音,8.2,动画,喜剧,359,57,18,0.304685315,#2F1414,0.231958042,#39334F,0.193706294,#805F5D,0.149020979,#C7AA90,0.120629371,#A4382E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2411622136.jpg,https://movie.douban.com/subject/26354572/
498,弗里达,8.7,"传记
",剧情,360,45,3,0.543916084,#090505,0.133986014,#463C39,0.126713287,#AF4E49,0.102937063,#EDE6C7,0.092447552,#958B7E,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1323808729.jpg,https://movie.douban.com/subject/1291852/
499,苦月亮,8.3,"情色
",爱情,360,58,7,0.476573427,#110707,0.150769231,#591E13,0.15,#C66639,0.133776224,#EBDBC4,0.088881119,#655F58,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p700187064.jpg,https://movie.douban.com/subject/1301582/
500,八部半,8.4,"剧情
",奇幻,360,82,76,0.47993007,#C12324,0.212167832,#E5E6E3,0.162377622,#8F2624,0.091678322,#3F241F,0.053846154,#B38885,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2161627049.jpg,https://movie.douban.com/subject/1361276/
